peak_rank,peak_name,peak_elevation_ft,peak_range,route_name,is_standard,is_snow_climb,is_primary_for_peak,route_summits,difficulty,elevation_gain,distance,exposure,rockfall,route_finding,commitment,route_key,peak_id,peak_slug,road_difficulty
46,Pyramid Peak,14029,Elk Mountains,Pyramid Peak - Northeast Ridge,true,false,true,Pyramid Peak,Class 4,"4,500'",8.25 mi,High,High,High,High,pyra1,10047,pyramid-peak,0
46,Pyramid Peak,14029,Elk Mountains,Combo: Bells Traverse,false,false,false,COMBO,Class 5,"4,850'",9.5 mi,Extreme,High,Extreme,Extreme,nmar4,10047,pyramid-peak,0
46,Pyramid Peak,14029,Elk Mountains,Maroon Peak - Bell Cord Couloir,false,true,false,Maroon Peak,Class 4 Steep Snow,"4,556'",8 mi,High,High,High,High,maro3,10047,pyramid-peak,0
47,San Luis Peak,14023,San Juan Mountains,San Luis Peak - Northeast Ridge,true,false,true,San Luis Peak,Class 1,"3,600'",13.5 mi,Low,Low,Low,Low,sanl1,10050,san-luis-peak,2
47,San Luis Peak,14023,San Juan Mountains,San Luis Peak - South Ridge,false,false,true,San Luis Peak,Class 1,"3,400'",11.25 mi,Low,Moderate,Moderate,Low,sanl2,10050,san-luis-peak,3
48,North Maroon Peak,14022,Elk Mountains,Maroon Peak - South Ridge,true,false,false,Maroon Peak,Class 3,"4,800'",12 mi,High,High,Extreme,Extreme,maro1,10067,north-maroon-peak,0
48,North Maroon Peak,14022,Elk Mountains,North Maroon Peak - Northeast Ridge,true,false,true,North Maroon Peak,Class 4,"4,600'",9.25 mi,High,High,High,High,nmar2,10067,north-maroon-peak,0
48,North Maroon Peak,14022,Elk Mountains,Pyramid Peak - Northeast Ridge,true,false,false,Pyramid Peak,Class 4,"4,500'",8.25 mi,High,High,High,High,pyra1,10067,north-maroon-peak,0
48,North Maroon Peak,14022,Elk Mountains,Combo: Bells Traverse,false,false,false,COMBO,Class 5,"4,850'",9.5 mi,Extreme,High,Extreme,Extreme,nmar4,10067,north-maroon-peak,0
48,North Maroon Peak,14022,Elk Mountains,Maroon Peak - Bell Cord Couloir,false,true,false,Maroon Peak,Class 4 Steep Snow,"4,556'",8 mi,High,High,High,High,maro3,10067,north-maroon-peak,0
49,Wetterhorn Peak,14021,San Juan Mountains,Wetterhorn Peak - Southeast Ridge,true,false,true,Wetterhorn Peak,Class 3,"3,300'",7 mi,High,Considerable,Considerable,Considerable,wett1,10049,wetterhorn-peak,3
49,Wetterhorn Peak,14021,San Juan Mountains,Wetterhorn Peak - East Face,false,true,true,Wetterhorn Peak,Class 3 Steep Snow,"3,300'",6.5 mi,High,Considerable,Considerable,Considerable,wett2,10049,wetterhorn-peak,3
50,Wilson Peak,14021,San Juan Mountains,El Diente Peak - South Slopes,true,false,false,El Diente Peak,Class 3,"4,400'",12 mi,Considerable,Considerable,High,Considerable,eldi4,10048,wilson-peak,1
50,Wilson Peak,14021,San Juan Mountains,Mt. Wilson - Southwest Slopes,true,false,false,Mt. Wilson,Class 3,"4,400'",12.5 mi,High,Considerable,Considerable,Considerable,mwil6,10048,wilson-peak,1
50,Wilson Peak,14021,San Juan Mountains,Wilson Peak - Southwest Ridge,true,false,true,Wilson Peak,Class 3,"3,900'",10 mi,High,Considerable,Considerable,Considerable,wils1,10048,wilson-peak,3
50,Wilson Peak,14021,San Juan Mountains,Combo: Mt. Wilson + El Diente Traverse,false,false,false,COMBO,Class 4,500',1 mi,High,High,High,High,mwil5,10048,wilson-peak,1
50,Wilson Peak,14021,San Juan Mountains,El Diente Peak - North Buttress,false,false,false,El Diente Peak,Class 4,"3,200'",5 mi,High,Considerable,High,High,eldi8,10048,wilson-peak,1
50,Wilson Peak,14021,San Juan Mountains,El Diente Peak - North Slopes,false,false,false,El Diente Peak,Class 3,"5,000'",15 mi,Considerable,Considerable,High,Considerable,eldi3,10048,wilson-peak,1
50,Wilson Peak,14021,San Juan Mountains,Kilpacker Approach,false,false,false,OTHER,Class 1,800',6 mi,Low,Low,Low,Low,kilp0,10048,wilson-peak,1
50,Wilson Peak,14021,San Juan Mountains,Mt. Wilson - East Face,false,true,false,Mt. Wilson,Class 3 Moderate Snow,"4,900'",12 mi,High,Considerable,High,High,mwil7,10048,wilson-peak,0
50,Wilson Peak,14021,San Juan Mountains,Mt. Wilson - North Slopes,false,false,false,Mt. Wilson,Class 4,"5,100'",16 mi,High,High,High,Considerable,mwil2,10048,wilson-peak,1
50,Wilson Peak,14021,San Juan Mountains,Navajo Lake Approach,false,false,false,OTHER,Class 1,"2,000'",9.5 mi,Low,Low,Low,Low,nava0,10048,wilson-peak,1
50,Wilson Peak,14021,San Juan Mountains,Rock of Ages Approach,false,false,false,OTHER,Class 1,"2,800'",8.5 mi,Moderate,Low,Low,Low,silv0,10048,wilson-peak,3
50,Wilson Peak,14021,San Juan Mountains,Woods Lake Approach,false,false,false,OTHER,Class 1,"2,115'",9 mi,Low,Low,Low,Low,wood0,10048,wilson-peak,1
51,Mount of the Holy Cross,14007,Sawatch Range,Mt. of the Holy Cross - North Ridge,true,false,true,Mt. of the Holy Cross,Class 2,"5,600'",11.25 mi,Moderate,Moderate,Moderate,Considerable,holy1,10051,mt-of-the-holy-cross,1
51,Mount of the Holy Cross,14007,Sawatch Range,Mt. of the Holy Cross - Cross Couloir,false,true,true,Mt. of the Holy Cross,Class 3 Steep Snow,"5,600'",12.25 mi,Considerable,Considerable,Considerable,High,holy2,10051,mt-of-the-holy-cross,1
51,Mount of the Holy Cross,14007,Sawatch Range,Mt. of the Holy Cross - Halo Ridge,false,false,true,Mt. of the Holy Cross,Difficult Class 2,"5,210'",15 mi,Considerable,Considerable,Considerable,High,holy3,10051,mt-of-the-holy-cross,1
52,Huron Peak,14006,Sawatch Range,Huron Peak - Northwest Slopes,true,false,true,Huron Peak,Class 2,"3,500'",7 mi,Moderate,Moderate,Low,Low,huro1,10052,huron-peak,4
52,Huron Peak,14006,Sawatch Range,Huron Peak - North Ridge from Lulu Gulch,false,false,true,Huron Peak,Class 2,"3,980'",8.4 mi,Moderate,Moderate,Moderate,Considerable,huro4,10052,huron-peak,4
52,Huron Peak,14006,Sawatch Range,Huron Peak - Southwest Slopes,false,false,true,Huron Peak,Class 2,"3,600'",9 mi,Moderate,Moderate,Considerable,Moderate,huro2,10052,huron-peak,4
53,Sunshine Peak,14004,San Juan Mountains,Redcloud Peak - Northeast Ridge,true,false,false,Redcloud Peak,Class 2,"3,700'",9 mi,Moderate,Moderate,Low,Low,redc1,10053,sunshine-peak,3
53,Sunshine Peak,14004,San Juan Mountains,Sunshine Peak - Via Redcloud Peak,true,false,true,Sunshine Peak,Class 2,"4,800'",12.25 mi,Moderate,Moderate,Low,Considerable,suns2,10053,sunshine-peak,3
53,Sunshine Peak,14004,San Juan Mountains,Sunshine Peak - East Ridge,false,false,true,Sunshine Peak,Class 2,"4,600'",7 mi,Moderate,Considerable,Considerable,Moderate,suns4,10053,sunshine-peak,1
53,Sunshine Peak,14004,San Juan Mountains,Sunshine Peak - Northwest Face,false,false,true,Sunshine Peak,Difficult Class 2,"3,800'",8.5 mi,Moderate,Considerable,Considerable,Moderate,suns3,10053,sunshine-peak,3
,Challenger Point,14086,Sangre de Cristo,Challenger Point - North Slope,true,false,true,Challenger Point,Difficult Class 2,"5,400'",13.5 mi,Considerable,Considerable,Considerable,Moderate,chal1,10034,challenger-point,2
,Challenger Point,14086,Sangre de Cristo,Kit Carson Peak - Via Challenger Point,true,false,false,Kit Carson Peak,Easy Class 3,"6,250'",15 mi,Considerable,Considerable,Considerable,Considerable,kitc2,10034,challenger-point,2
,Challenger Point,14086,Sangre de Cristo,Challenger Point - Kirk Couloir,false,true,true,Challenger Point,Class 3 Steep Snow,"5,400'",12.75 mi,Considerable,Moderate,Considerable,Considerable,chal5,10034,challenger-point,2
,Challenger Point,14086,Sangre de Cristo,Kit Carson Peak - East Ridge,false,false,false,Kit Carson Peak,Class 3,"5,900'",14.5 mi,High,Considerable,High,High,kitc3,10034,challenger-point,4
,Challenger Point,14086,Sangre de Cristo,Kit Carson Peak - North Ridge,false,false,false,Kit Carson Peak,Class 4,"5,315'",11.4 mi,High,Considerable,Considerable,High,kitc4,10034,challenger-point,2
,Challenger Point,14086,Sangre de Cristo,Kit Carson Peak - Outward Bound Couloir,false,true,false,Kit Carson Peak,Class 3 Steep Snow,"5,500'",13.75 mi,Considerable,Moderate,Considerable,Considerable,kitc6,10034,challenger-point,2
,Challenger Point,14086,Sangre de Cristo,Willow Creek Approach,false,false,false,OTHER,Class 1,"2,850'",9.5 mi,Low,Low,Low,Low,will0,10034,challenger-point,2
,Conundrum Peak,14037,Elk Mountains,Castle Peak - Northeast Ridge,true,false,false,Castle Peak,Difficult Class 2,"4,600'",13.5 mi,Considerable,Considerable,Considerable,Considerable,cast1,10065,conundrum-peak,4
,Conundrum Peak,14037,Elk Mountains,Combo: Castle and Conundrum,true,false,false,COMBO,Difficult Class 2,"4,850'",14.5 mi,Considerable,Considerable,Considerable,Considerable,cast4,10065,conundrum-peak,4
,Conundrum Peak,14037,Elk Mountains,Conundrum Peak - South Ridge,true,false,true,Conundrum Peak,Difficult Class 2,"4,400'",13.5 mi,Considerable,Considerable,Moderate,Moderate,conu1,10065,conundrum-peak,4
,Conundrum Peak,14037,Elk Mountains,Castle Peak - North Face Couloir,false,true,false,Castle Peak,Difficult Class 2 Moderate Snow,"4,600'",13 mi,Considerable,Considerable,Moderate,Moderate,cast3,10065,conundrum-peak,4
,Conundrum Peak,14037,Elk Mountains,Castle Peak - Northwest Ridge,false,true,false,Castle Peak,Difficult Class 2 Moderate Snow,"4,600'",13.5 mi,Considerable,Considerable,Moderate,Moderate,cast2,10065,conundrum-peak,4
,Conundrum Peak,14037,Elk Mountains,Conundrum Peak - Conundrum Couloir,false,true,true,Conundrum Peak,Class 3 Steep Snow,"4,400'",12 mi,High,Considerable,Moderate,Considerable,conu5,10065,conundrum-peak,4
,El Diente Peak,14175,San Juan Mountains,El Diente Peak - South Slopes,true,false,true,El Diente Peak,Class 3,"4,400'",12 mi,Considerable,Considerable,High,Considerable,eldi4,10064,el-diente-peak,1
,El Diente Peak,14175,San Juan Mountains,Mt. Wilson - Southwest Slopes,true,false,false,Mt. Wilson,Class 3,"4,400'",12.5 mi,High,Considerable,Considerable,Considerable,mwil6,10064,el-diente-peak,1
,El Diente Peak,14175,San Juan Mountains,Wilson Peak - Southwest Ridge,true,false,false,Wilson Peak,Class 3,"3,900'",10 mi,High,Considerable,Considerable,Considerable,wils1,10064,el-diente-peak,3
,El Diente Peak,14175,San Juan Mountains,Combo: Mt. Wilson + El Diente Traverse,false,false,false,COMBO,Class 4,500',1 mi,High,High,High,High,mwil5,10064,el-diente-peak,1
,El Diente Peak,14175,San Juan Mountains,El Diente Peak - North Buttress,false,false,true,El Diente Peak,Class 4,"3,200'",5 mi,High,Considerable,High,High,eldi8,10064,el-diente-peak,1
,El Diente Peak,14175,San Juan Mountains,El Diente Peak - North Slopes,false,false,true,El Diente Peak,Class 3,"5,000'",15 mi,Considerable,Considerable,High,Considerable,eldi3,10064,el-diente-peak,1
,El Diente Peak,14175,San Juan Mountains,Kilpacker Approach,false,false,false,OTHER,Class 1,800',6 mi,Low,Low,Low,Low,kilp0,10064,el-diente-peak,1
,El Diente Peak,14175,San Juan Mountains,Mt. Wilson - East Face,false,true,false,Mt. Wilson,Class 3 Moderate Snow,"4,900'",12 mi,High,Considerable,High,High,mwil7,10064,el-diente-peak,0
,El Diente Peak,14175,San Juan Mountains,Mt. Wilson - North Slopes,false,false,false,Mt. Wilson,Class 4,"5,100'",16 mi,High,High,High,Considerable,mwil2,10064,el-diente-peak,1
,El Diente Peak,14175,San Juan Mountains,Navajo Lake Approach,false,false,false,OTHER,Class 1,"2,000'",9.5 mi,Low,Low,Low,Low,nava0,10064,el-diente-peak,1
,El Diente Peak,14175,San Juan Mountains,Rock of Ages Approach,false,false,false,OTHER,Class 1,"2,800'",8.5 mi,Moderate,Low,Low,Low,silv0,10064,el-diente-peak,3
,El Diente Peak,14175,San Juan Mountains,Woods Lake Approach,false,false,false,OTHER,Class 1,"2,115'",9 mi,Low,Low,Low,Low,wood0,10064,el-diente-peak,1
,Mount Cameron,14248,Mosquito Range,Combo: Decalibron,true,false,false,COMBO,Class 2,"3,500'",7.5 mi,Moderate,Moderate,Low,Moderate,bros6,10063,mount-cameron,2
,Mount Cameron,14248,Mosquito Range,Mt. Bross - West Slopes,true,false,false,Mt. Bross,Class 2,"2,250'",3.25 mi,Moderate,Moderate,Low,Low,bros2,10063,mount-cameron,2
,Mount Cameron,14248,Mosquito Range,Mt. Cameron - West Ridge,true,false,true,Mt. Cameron,Class 2,"2,250'",4.75 mi,Moderate,Moderate,Low,Low,came1,10063,mount-cameron,2
,Mount Cameron,14248,Mosquito Range,Mt. Democrat - East Slope,true,false,false,Mt. Democrat,Class 2,"2,150'",4 mi,Moderate,Moderate,Low,Low,demo1,10063,mount-cameron,2
,Mount Cameron,14248,Mosquito Range,Mt. Lincoln - West Ridge,true,false,false,Mt. Lincoln,Class 2,"2,600'",6 mi,Moderate,Moderate,Low,Low,linc1,10063,mount-cameron,2
,Mount Cameron,14248,Mosquito Range,"Mt. Bross - ""Dolly Varden Gully""",false,true,false,Mt. Bross,Class 2 Easy Snow,"2,900'",4 mi,Low,Moderate,Moderate,Moderate,bros4,10063,mount-cameron,2
,Mount Cameron,14248,Mosquito Range,"Mt. Bross - ""S Gully""",false,true,false,Mt. Bross,Class 2 Easy Snow,"2,600'",9.5 mi,Moderate,Moderate,Moderate,Moderate,bros3,10063,mount-cameron,2
,Mount Cameron,14248,Mosquito Range,Mt. Bross - East Slopes,false,false,false,Mt. Bross,Class 1,"2,900'",9 mi,Low,Low,Low,Low,bros1,10063,mount-cameron,2
,Mount Cameron,14248,Mosquito Range,Mt. Democrat - South Slope,false,true,false,Mt. Democrat,Difficult Class 2 Moderate Snow,"2,150'",2.5 mi,Considerable,Moderate,Considerable,Moderate,demo2,10063,mount-cameron,2
,Mount Cameron,14248,Mosquito Range,Mt. Lincoln - East Slopes,false,false,false,Mt. Lincoln,Class 2,"2,650'",6.5 mi,Low,Moderate,Low,Low,linc3,10063,mount-cameron,4
,Mount Cameron,14248,Mosquito Range,Mt. Lincoln - Lincoln Amphitheatre,false,false,false,Mt. Lincoln,Class 2,"3,400'",4.75 mi,Moderate,Considerable,Moderate,Moderate,linc2,10063,mount-cameron,1
,North Eolus,14042,San Juan Mountains,Mt. Eolus - Northeast Ridge,true,false,false,Mt. Eolus,Class 3,"3,100'",6 mi,High,Considerable,Considerable,Considerable,eolu3,10066,north-eolus,0
,North Eolus,14042,San Juan Mountains,North Eolus - South Ridge,true,false,true,North Eolus,Class 3,250',0.2 mi,Considerable,Moderate,Moderate,Moderate,neol4,10066,north-eolus,0
,North Eolus,14042,San Juan Mountains,Sunlight Peak - South Face,true,false,false,Sunlight Peak,Class 4,"3,000'",6 mi,Extreme,Considerable,Considerable,Considerable,sunl2,10066,north-eolus,0
,North Eolus,14042,San Juan Mountains,Windom Peak - West Ridge,true,false,false,Windom Peak,Difficult Class 2,"3,000'",6 mi,Considerable,Considerable,Moderate,Moderate,wind1,10066,north-eolus,0
,North Eolus,14042,San Juan Mountains,Chicago Basin Approach,false,false,false,OTHER,Class 1,"2,800'",12 mi,Low,Low,Low,Low,chib1,10066,north-eolus,0
